Date,Adj Close,Close,High,Low,Open,Volume
27-01-2018,1.219110012,1.219110012,1.239480019,1.189440012,1.217890024,689100992
28-01-2018,1.399600029,1.399600029,1.438120008,1.223889947,1.223889947,1327360000
29-01-2018,1.32396996,1.32396996,1.405249953,1.299129963,1.399209976,1073680000
30-01-2018,1.138560057,1.138560057,1.328179955,1.13112998,1.328179955,1134640000
31-01-2018,1.162389994,1.162389994,1.190930009,1.036610007,1.130660057,1264029952
01-02-2018,0.962530017,0.962530017,1.16260004,0.93037802,1.16087997,1410419968
02-02-2018,0.884783983,0.884783983,0.96064198,0.635185003,0.96064198,3529760000
03-02-2018,0.924043,0.924043,0.974798977,0.761635005,0.891991973,1988960000
04-02-2018,0.815702975,0.815702975,0.952947021,0.796820998,0.913417995,1190960000
05-02-2018,0.691798985,0.691798985,0.833866,0.675827026,0.825942993,1286179968
06-02-2018,0.776392996,0.776392996,0.786004007,0.588360012,0.705120981,2361139968
07-02-2018,0.723895013,0.723895013,0.805477977,0.706950009,0.774576008,1133369984
08-02-2018,0.805262983,0.805262983,0.80697,0.72261101,0.729251981,947315008
09-02-2018,0.954428017,0.954428017,0.954428017,0.771539986,0.797140002,1690339968
10-02-2018,1.070739985,1.070739985,1.300590038,0.947251022,0.947251022,4682010112
11-02-2018,1.004160047,1.004160047,1.075099945,0.929767013,1.067330003,2555310080
12-02-2018,1.081009984,1.081009984,1.106729984,1.006500006,1.006500006,1756290048
13-02-2018,1.02741003,1.02741003,1.082929969,1.014709949,1.079740047,921100032
14-02-2018,1.14162004,1.14162004,1.165099978,1.021289945,1.026080012,1457600000
15-02-2018,1.146860003,1.146860003,1.16395998,1.111469984,1.139050007,1188530048
16-02-2018,1.138030052,1.138030052,1.151839972,1.112609982,1.144940019,568339008
17-02-2018,1.204980016,1.204980016,1.217589974,1.13251996,1.137429953,1186729984
18-02-2018,1.120460033,1.120460033,1.207340002,1.093359947,1.204779983,1113650048
19-02-2018,1.144420028,1.144420028,1.166429996,1.120970011,1.123149991,556304000
20-02-2018,1.089460015,1.089460015,1.174479961,1.083649993,1.144549966,806673024
21-02-2018,1.015390038,1.015390038,1.095880032,0.998880982,1.081990004,871526016
22-02-2018,0.941788018,0.941788018,1.047320008,0.922457993,1.01225996,889707008
23-02-2018,0.998854995,0.998854995,1.027209997,0.898285985,0.934176028,896403968
24-02-2018,0.95440203,0.95440203,1.013939977,0.929455996,0.997659028,489920000
25-02-2018,0.943486989,0.943486989,0.967597008,0.915278971,0.951977015,360271008
26-02-2018,0.956858993,0.956858993,0.970906019,0.913402975,0.943704009,458612992
27-02-2018,0.947305024,0.947305024,0.972580016,0.944976985,0.959302008,312712992
28-02-2018,0.904582977,0.904582977,0.955550015,0.903787017,0.944697022,329529984
01-03-2018,0.928346992,0.928346992,0.953796029,0.890630007,0.904130995,475256992
02-03-2018,0.910143971,0.910143971,0.933911979,0.902285993,0.926638007,271036000
03-03-2018,0.907804012,0.907804012,0.926512003,0.903603971,0.908785999,280852992
04-03-2018,1.005540013,1.005540013,1.026309967,0.895618021,0.906008005,797225984
05-03-2018,0.95936799,0.95936799,1.08020997,0.956116021,1.014289975,1706819968
06-03-2018,0.922887027,0.922887027,0.991306007,0.916863024,0.954447985,875180032
07-03-2018,0.871209979,0.871209979,0.930658996,0.824895024,0.924377978,809598016
08-03-2018,0.825856984,0.825856984,0.888562024,0.825387001,0.872507989,499496000
09-03-2018,0.849761009,0.849761009,0.856181979,0.75148499,0.826121986,989203008
10-03-2018,0.796626985,0.796626985,0.860442996,0.793735981,0.854871988,402670016
11-03-2018,0.831121981,0.831121981,0.840407014,0.775736988,0.795764983,472972000
12-03-2018,0.801047981,0.801047981,0.838328004,0.78788197,0.832126975,355031008
13-03-2018,0.789710999,0.789710999,0.805728972,0.778470993,0.798451006,279679008
14-03-2018,0.701901972,0.701901972,0.799080014,0.676010013,0.78956902,479148992
15-03-2018,0.697269022,0.697269022,0.730673015,0.643845022,0.702912986,888345024
16-03-2018,0.689260006,0.689260006,0.711780012,0.674462974,0.699063003,502740000
17-03-2018,0.637856007,0.637856007,0.689433992,0.626708984,0.687744975,319824000
18-03-2018,0.658776999,0.658776999,0.677591026,0.548815012,0.634465992,923606016
19-03-2018,0.749080002,0.749080002,0.749080002,0.640012026,0.672125995,1096930048
20-03-2018,0.709807992,0.709807992,0.736759007,0.673426986,0.736759007,814275968
21-03-2018,0.693664014,0.693664014,0.720610023,0.679162025,0.713055015,527324000
22-03-2018,0.662742972,0.662742972,0.701350987,0.636740983,0.693144977,449041984
23-03-2018,0.643173993,0.643173993,0.663110971,0.625258029,0.663110971,387164000
24-03-2018,0.641264975,0.641264975,0.679607987,0.640515983,0.646214008,390740000
25-03-2018,0.641875029,0.641875029,0.657212973,0.631901026,0.638631999,229352000
26-03-2018,0.599462986,0.599462986,0.644120991,0.585922003,0.642683029,384504992
27-03-2018,0.57791698,0.57791698,0.60433197,0.565132022,0.599026024,351380992
28-03-2018,0.578001976,0.578001976,0.594022989,0.572827995,0.577511013,258298000
29-03-2018,0.511511028,0.511511028,0.578639984,0.511511028,0.577767015,420550016
30-03-2018,0.509564996,0.509564996,0.531275988,0.484362006,0.513267994,518219008
31-03-2018,0.512353003,0.512353003,0.529406011,0.505167007,0.510617018,293208000
01-04-2018,0.485080987,0.485080987,0.515437007,0.466223001,0.513854027,297868992
02-04-2018,0.500688016,0.500688016,0.510446012,0.478596002,0.486066997,262342000
03-04-2018,0.558044016,0.558044016,0.562698007,0.499657989,0.501532972,578238976
04-04-2018,0.501631021,0.501631021,0.563117027,0.498486996,0.554569006,415257984
05-04-2018,0.495801002,0.495801002,0.505882025,0.484490007,0.501950026,358755008
06-04-2018,0.476431012,0.476431012,0.498089999,0.465615004,0.494780988,218156000
07-04-2018,0.487866998,0.487866998,0.495667011,0.474575013,0.476850986,209076000
08-04-2018,0.50039798,0.50039798,0.501417994,0.487590998,0.48822701,137548000
09-04-2018,0.491854995,0.491854995,0.512142003,0.482573003,0.501200974,271775008
10-04-2018,0.491930991,0.491930991,0.493645012,0.482838988,0.492134005,154495008
11-04-2018,0.539506018,0.539506018,0.548455,0.48902601,0.492567986,341707008
12-04-2018,0.628736973,0.628736973,0.644518018,0.506542981,0.53865701,1346739968
13-04-2018,0.638086975,0.638086975,0.693112016,0.605816007,0.630092978,1245170048
14-04-2018,0.632184029,0.632184029,0.661508024,0.61630702,0.637380004,626268032
15-04-2018,0.682533979,0.682533979,0.682533979,0.634142995,0.634882987,609636992
16-04-2018,0.663296998,0.663296998,0.687165022,0.638610005,0.682295978,531996000
17-04-2018,0.65693301,0.65693301,0.677356005,0.654345989,0.664889991,442352992
18-04-2018,0.708931983,0.708931983,0.72142601,0.65705198,0.65705198,624049024
19-04-2018,0.791975975,0.791975975,0.791975975,0.706840992,0.712059021,878328000
20-04-2018,0.924465001,0.924465001,0.938354015,0.791172028,0.791172028,2344069888
21-04-2018,0.873103023,0.873103023,0.925020993,0.82111299,0.925020993,1563970048
22-04-2018,0.869994998,0.869994998,0.911900997,0.848091006,0.866819978,946398976
23-04-2018,0.876657009,0.876657009,0.886290014,0.863304019,0.866577983,674545024
24-04-2018,0.934781015,0.934781015,0.965610027,0.873565972,0.876012027,1572930048
25-04-2018,0.800607026,0.800607026,0.932771027,0.779231012,0.932771027,1614050048
26-04-2018,0.852414012,0.852414012,0.852414012,0.771786988,0.801774025,1028590016
27-04-2018,0.813884974,0.813884974,0.859641016,0.813884974,0.851139009,673793024
28-04-2018,0.863803983,0.863803983,0.887591004,0.812062979,0.812062979,788718976
29-04-2018,0.872777998,0.872777998,0.904945016,0.834479988,0.864399016,896313984
30-04-2018,0.837938011,0.837938011,0.87678802,0.831207991,0.871403992,575363968
01-05-2018,0.841407001,0.841407001,0.84206897,0.797825992,0.838355005,630809024
02-05-2018,0.859094024,0.859094024,0.864279985,0.831713021,0.839354992,544425984
03-05-2018,0.884465992,0.884465992,0.892916024,0.847319007,0.85898,725228992
04-05-2018,0.895442009,0.895442009,0.927694976,0.866922021,0.881536007,1007609984
05-05-2018,0.905103028,0.905103028,0.922353983,0.895561993,0.895561993,668800000
06-05-2018,0.871424019,0.871424019,0.918675005,0.855971992,0.904235005,640057024
07-05-2018,0.832641006,0.832641006,0.871236026,0.812933028,0.871213973,602534976
08-05-2018,0.813970029,0.813970029,0.846992016,0.803568006,0.833086014,465040992
09-05-2018,0.802043021,0.802043021,0.819968998,0.770299971,0.813392997,611574976
10-05-2018,0.758237004,0.758237004,0.808914006,0.757341981,0.803211987,399324000
11-05-2018,0.684948027,0.684948027,0.761326015,0.656026006,0.756578028,991409024
12-05-2018,0.696735024,0.696735024,0.714918017,0.639770985,0.685772002,596684992
13-05-2018,0.745747983,0.745747983,0.758976996,0.680971026,0.69808501,532488000
14-05-2018,0.740898013,0.740898013,0.756982982,0.707692981,0.744701028,613462016
15-05-2018,0.698588014,0.698588014,0.75226903,0.692667007,0.738937974,422980000
16-05-2018,0.714080989,0.714080989,0.714080989,0.669438004,0.695919991,429641984
17-05-2018,0.667309999,0.667309999,0.714618027,0.661212981,0.713388026,337999008
18-05-2018,0.680293977,0.680293977,0.685625017,0.65338999,0.665400028,344944000
19-05-2018,0.67671299,0.67671299,0.690450013,0.665895998,0.680759013,249039008
20-05-2018,0.700244009,0.700244009,0.704613984,0.67334801,0.677258015,275614016
21-05-2018,0.681586981,0.681586981,0.703050971,0.676203012,0.700441003,250480992
22-05-2018,0.645567,0.645567,0.682932973,0.644587994,0.68215102,234712992
23-05-2018,0.599593997,0.599593997,0.649120986,0.586996973,0.648634017,482480992
24-05-2018,0.631996989,0.631996989,0.640258014,0.589272022,0.599206984,440532992
25-05-2018,0.611001015,0.611001015,0.636207998,0.60333401,0.63292402,289816000
26-05-2018,0.612707973,0.612707973,0.62649399,0.603799999,0.610117972,213242000
27-05-2018,0.60788101,0.60788101,0.612883985,0.60332799,0.612039983,186963008
28-05-2018,0.552299023,0.552299023,0.609781027,0.552299023,0.60836798,327903008
29-05-2018,0.601240993,0.601240993,0.610749006,0.551635027,0.556083977,380744000
30-05-2018,0.60581702,0.60581702,0.62767899,0.590058029,0.603769004,320604992
31-05-2018,0.612622023,0.612622023,0.621635973,0.596089005,0.603452027,283328000
01-06-2018,0.623363972,0.623363972,0.624823987,0.60906899,0.612892985,263088000
02-06-2018,0.643450975,0.643450975,0.648981988,0.619476974,0.623462021,315206016
03-06-2018,0.671204984,0.671204984,0.673593998,0.640891016,0.643411994,327804000
04-06-2018,0.661424994,0.661424994,0.703622997,0.644603014,0.692466021,558131008
05-06-2018,0.677015007,0.677015007,0.683839977,0.641427994,0.661898017,386328000
06-06-2018,0.674796999,0.674796999,0.681667984,0.660058975,0.67790103,273966016
07-06-2018,0.678128004,0.678128004,0.688223004,0.673146009,0.675312996,244568000
08-06-2018,0.67434299,0.67434299,0.679668009,0.660803974,0.677586019,221887008
09-06-2018,0.659754992,0.659754992,0.67889303,0.659754992,0.674777985,175990000
10-06-2018,0.588126004,0.588126004,0.65951401,0.561236978,0.65951401,492555008
11-06-2018,0.604066014,0.604066014,0.604066014,0.568720996,0.586197972,336547008
12-06-2018,0.562933028,0.562933028,0.602138996,0.556653023,0.602136016,309544000
13-06-2018,0.534663022,0.534663022,0.564642012,0.517036021,0.562844992,359864992
14-06-2018,0.561306,0.561306,0.570590019,0.52661401,0.535435021,379824992
15-06-2018,0.537706971,0.537706971,0.560061991,0.534300983,0.560061991,241684992
16-06-2018,0.534784019,0.534784019,0.539292991,0.523588002,0.537105978,202682000
17-06-2018,0.528216004,0.528216004,0.538881004,0.52521503,0.535535991,166028000
18-06-2018,0.537495017,0.537495017,0.547793984,0.511833012,0.528819978,276527008
19-06-2018,0.549620986,0.549620986,0.558058977,0.534595013,0.538613975,255400000
20-06-2018,0.539286017,0.539286017,0.550553977,0.525858998,0.54973799,256920000
21-06-2018,0.534775019,0.534775019,0.547007024,0.530696988,0.539228022,194312000
22-06-2018,0.486947,0.486947,0.535090983,0.477286011,0.535090983,339428992
23-06-2018,0.491284013,0.491284013,0.496713012,0.480874002,0.487309009,204927008
24-06-2018,0.477380008,0.477380008,0.493725002,0.450048,0.491773009,369520000
25-06-2018,0.481752992,0.481752992,0.491109997,0.475560009,0.477106005,231728992
26-06-2018,0.456001014,0.456001014,0.482872009,0.456001014,0.482380986,179426000
27-06-2018,0.470369995,0.470369995,0.472757995,0.451959997,0.455550998,215618000
28-06-2018,0.448457986,0.448457986,0.471682996,0.445749998,0.47033,220566000
29-06-2018,0.453079998,0.453079998,0.458339989,0.427302003,0.448354006,309777984
30-06-2018,0.466244996,0.466244996,0.480147004,0.454111993,0.454111993,345528992
01-07-2018,0.461358011,0.461358011,0.466280013,0.450816005,0.465943992,267224992
02-07-2018,0.486122012,0.486122012,0.488923997,0.453839004,0.461605996,335919008
03-07-2018,0.485222995,0.485222995,0.515695989,0.480843008,0.486259013,410225984
04-07-2018,0.490043014,0.490043014,0.503603995,0.47577399,0.485583991,313828992
05-07-2018,0.481624991,0.481624991,0.497402012,0.472965986,0.49042201,279999008
06-07-2018,0.479151011,0.479151011,0.481472999,0.462413996,0.480578989,245003008
07-07-2018,0.492477,0.492477,0.492477,0.467716008,0.478617013,214979008
08-07-2018,0.47774899,0.47774899,0.494895011,0.475966007,0.492318988,226644000
09-07-2018,0.474269986,0.474269986,0.480773985,0.472653002,0.477290988,206344992
10-07-2018,0.445042014,0.445042014,0.474335998,0.443260998,0.473854989,230418000
11-07-2018,0.450233012,0.450233012,0.452544987,0.443574011,0.44512701,183887008
12-07-2018,0.435364008,0.435364008,0.449972004,0.428032994,0.449882001,182139008
13-07-2018,0.438740999,0.438740999,0.444507986,0.434805006,0.43651399,179403008
14-07-2018,0.439271003,0.439271003,0.44164601,0.433894992,0.438560992,134840992
15-07-2018,0.445894003,0.445894003,0.448987007,0.43719399,0.43909499,152903008
16-07-2018,0.483401,0.483401,0.483401,0.444505006,0.44641301,269283008
17-07-2018,0.505586982,0.505586982,0.516604006,0.47004801,0.48130101,347700000
18-07-2018,0.486389011,0.486389011,0.519559979,0.477234006,0.505118012,367988992
19-07-2018,0.476433009,0.476433009,0.491237015,0.471724004,0.487576991,293942016
20-07-2018,0.446994007,0.446994007,0.476485014,0.436482996,0.476485014,295403008
21-07-2018,0.455410004,0.455410004,0.458754987,0.438318014,0.446218997,180339008
22-07-2018,0.449310988,0.449310988,0.460988998,0.449140012,0.45500201,158906000
23-07-2018,0.445275992,0.445275992,0.461782992,0.444498003,0.449120998,194542000
24-07-2018,0.457623005,0.457623005,0.466818988,0.438564986,0.445558995,319956000
25-07-2018,0.459829003,0.459829003,0.465526015,0.450718999,0.455841988,255872000
26-07-2018,0.449919999,0.449919999,0.466982991,0.446848989,0.459446996,199587008
27-07-2018,0.453635007,0.453635007,0.459486008,0.445223987,0.449622989,203720992
28-07-2018,0.453667015,0.453667015,0.456169993,0.449694991,0.454598993,157346000
29-07-2018,0.45330599,0.45330599,0.457139999,0.450248986,0.456606001,191966000
30-07-2018,0.446107,0.446107,0.454549015,0.436964005,0.453469008,247714000
31-07-2018,0.43522501,0.43522501,0.446123987,0.427753001,0.445892006,228767000
01-08-2018,0.445852011,0.445852011,0.459134012,0.427168012,0.435562015,323200000
02-08-2018,0.430254012,0.430254012,0.447645009,0.429939002,0.447016001,204898000
03-08-2018,0.44057101,0.44057101,0.44363299,0.426481009,0.430397004,278870000
04-08-2018,0.428507,0.428507,0.443058014,0.427125007,0.441038996,185678000
05-08-2018,0.433638006,0.433638006,0.434594005,0.427522004,0.428579986,186848000
06-08-2018,0.414081007,0.414081007,0.435793996,0.406679988,0.433885992,242075000
07-08-2018,0.381006002,0.381006002,0.415917009,0.379525989,0.41377601,244448000
08-08-2018,0.331943989,0.331943989,0.380874991,0.326995999,0.380874991,360857000
09-08-2018,0.346771002,0.346771002,0.359654009,0.332608014,0.33377099,325775000
10-08-2018,0.320425987,0.320425987,0.347972989,0.316908985,0.346166998,249264000
11-08-2018,0.301261991,0.301261991,0.321209997,0.291581988,0.321121991,284423000
12-08-2018,0.29787001,0.29787001,0.309376001,0.297057003,0.300603986,178827000
13-08-2018,0.277465999,0.277465999,0.310680002,0.276544005,0.297571987,235117000
14-08-2018,0.274271995,0.274271995,0.279615015,0.253982991,0.278737992,276768000
15-08-2018,0.282005012,0.282005012,0.301744014,0.276796997,0.276796997,332432000
16-08-2018,0.292436004,0.292436004,0.300958008,0.278203011,0.28203401,238219000
17-08-2018,0.366676003,0.366676003,0.37361899,0.292766005,0.292807996,497206000
18-08-2018,0.327100009,0.327100009,0.36995399,0.317115009,0.363027006,434332000
19-08-2018,0.343977988,0.343977988,0.353078991,0.321945012,0.327363014,327300000
20-08-2018,0.319283009,0.319283009,0.351689011,0.317692012,0.34445101,311144000
21-08-2018,0.335177004,0.335177004,0.338099986,0.316983014,0.318219006,248735000
22-08-2018,0.319802999,0.319802999,0.350122005,0.316612989,0.334434003,286845000
23-08-2018,0.327708989,0.327708989,0.328812987,0.319175988,0.319572985,217578000
24-08-2018,0.327605993,0.327605993,0.328583986,0.318217009,0.327389985,244571000
25-08-2018,0.328229994,0.328229994,0.331530005,0.324467987,0.327650011,167363000
26-08-2018,0.323776007,0.323776007,0.328327,0.320571005,0.328162014,168718000
27-08-2018,0.336903006,0.336903006,0.337781012,0.323065996,0.323642999,227284000
28-08-2018,0.351837009,0.351837009,0.356797993,0.334971011,0.337527007,329550000
29-08-2018,0.344803005,0.344803005,0.353745013,0.341237992,0.350832999,275908000
30-08-2018,0.335444003,0.335444003,0.346639991,0.325641006,0.34454599,263925000
31-08-2018,0.335332006,0.335332006,0.338988006,0.328372985,0.335474014,219139000
01-09-2018,0.34772101,0.34772101,0.35265699,0.334466994,0.335312992,257267000
02-09-2018,0.342523009,0.342523009,0.349541008,0.338393003,0.347323,240907000
03-09-2018,0.335961014,0.335961014,0.343683988,0.334542006,0.343136996,201147000
04-09-2018,0.331651986,0.331651986,0.340319991,0.33030501,0.335184008,241419000
05-09-2018,0.283600986,0.283600986,0.334100008,0.283600986,0.331465006,344488000
06-09-2018,0.302709997,0.302709997,0.305326998,0.27611199,0.283499986,329763000
07-09-2018,0.291435003,0.291435003,0.305307001,0.287286997,0.301431,213961000
08-09-2018,0.279332995,0.279332995,0.296207011,0.273788989,0.291119009,169208000
09-09-2018,0.278679997,0.278679997,0.291260988,0.274477988,0.278661013,168991000
10-09-2018,0.270321012,0.270321012,0.282112986,0.263819993,0.280236989,204958000
11-09-2018,0.263709992,0.263709992,0.274917006,0.255917013,0.270166993,200330000
12-09-2018,0.270087004,0.270087004,0.272626013,0.255755991,0.26316601,298449000
13-09-2018,0.280582994,0.280582994,0.284655005,0.267845988,0.270783007,311799000
14-09-2018,0.277159005,0.277159005,0.284940988,0.273855001,0.281183988,269029000
15-09-2018,0.282007992,0.282007992,0.283564001,0.276764989,0.277006,205361000
16-09-2018,0.281165987,0.281165987,0.281845987,0.276549011,0.281722993,197009000
17-09-2018,0.27225101,0.27225101,0.283360988,0.268184006,0.281545013,246489000
18-09-2018,0.321859986,0.321859986,0.332652986,0.271010011,0.27145201,600216000
19-09-2018,0.326052994,0.326052994,0.334733993,0.313852996,0.320324004,489609000
20-09-2018,0.449918002,0.449918002,0.477467,0.322346985,0.32644099,1291360000
21-09-2018,0.561461985,0.561461985,0.769379973,0.429051995,0.452836007,4101490000
22-09-2018,0.57079798,0.57079798,0.609112024,0.495736986,0.565468013,2411430000
23-09-2018,0.570689023,0.570689023,0.595025003,0.559651017,0.575219989,1043970000
24-09-2018,0.494711995,0.494711995,0.580376983,0.489645988,0.57061398,1034380000
25-09-2018,0.526941001,0.526941001,0.546060979,0.441518992,0.487621993,1639680000
26-09-2018,0.51630801,0.51630801,0.566711009,0.491497993,0.520287991,1821610000
27-09-2018,0.541381001,0.541381001,0.550921977,0.513966978,0.516478002,824083000
28-09-2018,0.539111972,0.539111972,0.548804998,0.522197008,0.543030024,718255000
29-09-2018,0.571228027,0.571228027,0.587431014,0.529954016,0.539412022,1034370000
30-09-2018,0.581571996,0.581571996,0.618701994,0.564194977,0.56804502,1329720000
01-10-2018,0.576461017,0.576461017,0.602337003,0.537348986,0.583510995,1412800000
02-10-2018,0.520837009,0.520837009,0.57714498,0.518287003,0.57714498,743705000
03-10-2018,0.528162003,0.528162003,0.53609699,0.51226902,0.51722002,789229000
04-10-2018,0.526606023,0.526606023,0.547160983,0.526250005,0.528891981,621615000
05-10-2018,0.519025981,0.519025981,0.530431986,0.510320008,0.527530015,589636000
06-10-2018,0.488081992,0.488081992,0.52088201,0.470532,0.519353986,672167000
07-10-2018,0.482039005,0.482039005,0.490267992,0.469886988,0.490267992,548645000
08-10-2018,0.489751011,0.489751011,0.496592999,0.479386002,0.484017998,540832000
09-10-2018,0.479856998,0.479856998,0.491133004,0.471116006,0.490604013,416867000
10-10-2018,0.462386996,0.462386996,0.479151011,0.459042013,0.479151011,412207000
11-10-2018,0.383130014,0.383130014,0.461497009,0.381614,0.461497009,791202000
12-10-2018,0.419115007,0.419115007,0.439543992,0.378913999,0.379312992,820154000
13-10-2018,0.418877989,0.418877989,0.425624013,0.414514989,0.416294008,373875000
14-10-2018,0.40328601,0.40328601,0.424991995,0.401459992,0.418572992,289195000
15-10-2018,0.447315991,0.447315991,0.472133011,0.396701008,0.401654005,1041470000
16-10-2018,0.470252991,0.470252991,0.470990002,0.445318997,0.448065996,605102000
17-10-2018,0.468196988,0.468196988,0.478520989,0.460343003,0.469700992,526538000
18-10-2018,0.457724988,0.457724988,0.474622011,0.447293997,0.467653006,476876000
19-10-2018,0.454178005,0.454178005,0.460624993,0.450369,0.457343996,303401000
20-10-2018,0.459151,0.459151,0.461899012,0.451070011,0.453936011,277061000
21-10-2018,0.456694007,0.456694007,0.463629007,0.455410987,0.45886299,262867000
22-10-2018,0.453108996,0.453108996,0.458187997,0.450583011,0.45608899,249302000
23-10-2018,0.462058008,0.462058008,0.471596003,0.439644009,0.453070015,445238000
24-10-2018,0.457237005,0.457237005,0.467070013,0.45449701,0.461504996,295115000
25-10-2018,0.458052009,0.458052009,0.462765992,0.452681005,0.455779999,273380000
26-10-2018,0.459288001,0.459288001,0.460287988,0.45361799,0.456961006,235514000
27-10-2018,0.456348002,0.456348002,0.460375994,0.455283999,0.459176004,211006000
28-10-2018,0.462406009,0.462406009,0.463930994,0.455455989,0.457168996,280005000
29-10-2018,0.441513985,0.441513985,0.462128013,0.437056988,0.461598009,341648000
30-10-2018,0.444759011,0.444759011,0.448305994,0.440880001,0.441967994,245858000
31-10-2018,0.44838199,0.44838199,0.450401008,0.438760012,0.445268005,367008000
01-11-2018,0.455722004,0.455722004,0.456303,0.446069002,0.448619992,346501000
02-11-2018,0.458685011,0.458685011,0.461450994,0.455729008,0.456506014,401300000
03-11-2018,0.455666989,0.455666989,0.459134996,0.454452991,0.458898991,275311000
04-11-2018,0.462691009,0.462691009,0.47072199,0.449934989,0.455224991,429629000
05-11-2018,0.497411996,0.497411996,0.497411996,0.460768998,0.46144399,556519000
06-11-2018,0.549080014,0.549080014,0.560546994,0.497101992,0.497101992,1333160000
07-11-2018,0.535706997,0.535706997,0.549319029,0.524964988,0.549319029,631230000
08-11-2018,0.493508011,0.493508011,0.539282024,0.49128601,0.536639988,686221000
09-11-2018,0.500667989,0.500667989,0.515509009,0.492846996,0.492846996,509865000
10-11-2018,0.506698012,0.506698012,0.51117599,0.499790996,0.50029999,328038000
11-11-2018,0.505913019,0.505913019,0.508318007,0.496930003,0.506895006,292675000
12-11-2018,0.517165005,0.517165005,0.525536001,0.500815988,0.507833004,605042000
13-11-2018,0.510111988,0.510111988,0.525144994,0.505519986,0.516663015,521675000
14-11-2018,0.474372,0.474372,0.510645986,0.430397987,0.508372009,980604000
15-11-2018,0.48170799,0.48170799,0.48456499,0.432723999,0.472377986,965997000
16-11-2018,0.471608996,0.471608996,0.485082,0.463770986,0.479232013,593572000
17-11-2018,0.491654009,0.491654009,0.49673,0.466812998,0.472323,607453000
18-11-2018,0.510473013,0.510473013,0.522132993,0.490330011,0.493418992,884280000
19-11-2018,0.478166014,0.478166014,0.510127008,0.472305,0.510127008,1297340000
20-11-2018,0.434726,0.434726,0.496515989,0.423671991,0.480278999,1538310000
21-11-2018,0.447650999,0.447650999,0.456144005,0.416779995,0.436491996,858303000
22-11-2018,0.426079988,0.426079988,0.448206007,0.426079988,0.447948009,480044000
23-11-2018,0.407427996,0.407427996,0.428205013,0.398045987,0.425208986,774083000
24-11-2018,0.375335991,0.375335991,0.416761994,0.367354006,0.407844007,626279000
25-11-2018,0.374550998,0.374550998,0.386332989,0.32495299,0.374511003,1296590000
26-11-2018,0.355450988,0.355450988,0.388696015,0.342018992,0.375553012,1032000000
27-11-2018,0.360163003,0.360163003,0.367644995,0.342990994,0.353976995,600169000
28-11-2018,0.390556991,0.390556991,0.401582986,0.360312998,0.360312998,774818000
29-11-2018,0.37956199,0.37956199,0.392464995,0.373789012,0.391862005,629900577
30-11-2018,0.36245501,0.36245501,0.381018996,0.355204999,0.380537987,512041152
01-12-2018,0.372905999,0.372905999,0.377056003,0.357082993,0.362556994,397266566
02-12-2018,0.367626995,0.367626995,0.378392011,0.365732014,0.372162014,335732170
03-12-2018,0.348753989,0.348753989,0.368598014,0.346974999,0.368598014,392651603
04-12-2018,0.352230996,0.352230996,0.361431003,0.342527986,0.348533988,445334425
05-12-2018,0.338241994,0.338241994,0.353309005,0.338241994,0.352353007,400526135
